0, car, -50.0, 4.0, 30.0, 0.0
1, car, -49.0975, 4.0, 30.95, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 48.64625, 0.0, 28.575, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -49.0, 4.0, 31.0, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 48.5, 0.0, 28.5, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.8975, 4.0, 31.05, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 48.34625, 0.0, 28.425, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.79, 4.0, 31.1, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 48.185, 0.0, 28.35, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.6775, 4.0, 31.15, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 48.01625, 0.0, 28.275, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.56, 4.0, 31.2, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 47.84, 0.0, 28.2, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.4375, 4.0, 31.25, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 47.65625, 0.0, 28.125, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.31, 4.0, 31.3, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 47.465, 0.0, 28.05, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.1775, 4.0, 31.35, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 47.26625, 0.0, 27.975, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -48.04, 4.0, 31.4, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 47.06, 0.0, 27.9, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -47.8975, 4.0, 31.45, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 46.84625, 0.0, 27.825, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -47.75, 4.0, 31.5, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 46.625, 0.0, 27.75, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -47.5975, 4.0, 31.55, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 46.39625, 0.0, 27.675, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -47.44, 4.0, 31.6, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 46.16, 0.0, 27.6, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -47.2775, 4.0, 31.65, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 45.91625, 0.0, 27.525, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -47.11, 4.0, 31.7, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 45.665, 0.0, 27.45, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -46.9375, 4.0, 31.75, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 45.40625, 0.0, 27.375, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -46.76, 4.0, 31.8, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 45.14, 0.0, 27.3, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -46.5775, 4.0, 31.85, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 44.86625, 0.0, 27.225, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -46.39, 4.0, 31.9, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 44.585, 0.0, 27.15, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -46.1975, 4.0, 31.95, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 44.29625, 0.0, 27.075, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -46.0, 4.0, 32.0, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 44.0, 0.0, 27.0, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -45.7975, 4.0, 32.05, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 43.69625, 0.0, 26.925, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -45.59, 4.0, 32.1, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 43.385, 0.0, 26.85, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -45.3775, 4.0, 32.15, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 43.06625, 0.0, 26.775, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -45.16, 4.0, 32.2, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 42.74, 0.0, 26.7, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -44.9375, 4.0, 32.25, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 42.40625, 0.0, 26.625, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -44.71, 4.0, 32.3, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 42.065, 0.0, 26.55, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -44.4775, 4.0, 32.35, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 41.71625, 0.0, 26.475, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -44.24, 4.0, 32.4, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 41.36, 0.0, 26.4, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -43.9975, 4.0, 32.45, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 40.99625, 0.0, 26.325, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -43.75, 4.0, 32.5, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 40.625, 0.0, 26.25, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -43.4975, 4.0, 32.55, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 40.24625, 0.0, 26.175, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -43.24, 4.0, 32.6, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 39.86, 0.0, 26.1, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -42.9775, 4.0, 32.65, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 39.46625, 0.0, 26.025, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -42.71, 4.0, 32.7, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 39.065, 0.0, 25.95, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -42.4375, 4.0, 32.75, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 38.65625, 0.0, 25.875, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -42.16, 4.0, 32.8, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 38.24, 0.0, 25.8, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -41.8775, 4.0, 32.85, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 37.81625, 0.0, 25.725, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -41.59, 4.0, 32.9, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 37.385, 0.0, 25.65, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -41.2975, 4.0, 32.95, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 36.94625, 0.0, 25.575, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -41.0, 4.0, 33.0, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 36.5, 0.0, 25.5, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -40.6975, 4.0, 33.05, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 36.04625, 0.0, 25.425, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -40.39, 4.0, 33.1, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 35.585, 0.0, 25.35, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -40.0775, 4.0, 33.15, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 35.11625, 0.0, 25.275, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -39.76, 4.0, 33.2, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 34.64, 0.0, 25.2, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -39.4375, 4.0, 33.25, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 34.15625, 0.0, 25.125, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -39.11, 4.0, 33.3, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 33.665, 0.0, 25.05, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -38.7775, 4.0, 33.35, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 33.16625, 0.0, 24.975, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -38.44, 4.0, 33.4, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 32.66, 0.0, 24.9, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -38.0975, 4.0, 33.45, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 32.14625, 0.0, 24.825, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -37.75, 4.0, 33.5, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 31.625, 0.0, 24.75, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -37.3975, 4.0, 33.55, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 31.09625, 0.0, 24.675, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -37.04, 4.0, 33.6, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 30.56, 0.0, 24.6, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -36.6775, 4.0, 33.65, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 30.01625, 0.0, 24.525, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -36.31, 4.0, 33.7, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 29.465, 0.0, 24.45, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -35.9375, 4.0, 33.75, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 28.90625, 0.0, 24.375, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -35.56, 4.0, 33.8, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 28.34, 0.0, 24.3, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -35.1775, 4.0, 33.85, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 27.76625, 0.0, 24.225, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -34.79, 4.0, 33.9, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 27.185, 0.0, 24.15, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -34.3975, 4.0, 33.95, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 26.59625, 0.0, 24.075, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -34.0, 4.0, 34.0, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 26.0, 0.0, 24.0, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -33.5975, 4.0, 34.05, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 25.39625, 0.0, 23.925, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -33.19, 4.0, 34.1, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 24.785, 0.0, 23.85, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -32.7775, 4.0, 34.15, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 24.16625, 0.0, 23.775, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -32.36, 4.0, 34.2, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 23.54, 0.0, 23.7, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -31.9375, 4.0, 34.25, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 22.90625, 0.0, 23.625, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -31.51, 4.0, 34.3, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 22.265, 0.0, 23.55, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -31.0775, 4.0, 34.35, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 21.61625, 0.0, 23.475, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -30.64, 4.0, 34.4, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 20.96, 0.0, 23.4, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -30.1975, 4.0, 34.45, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 20.29625, 0.0, 23.325, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -29.75, 4.0, 34.5, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 19.625, 0.0, 23.25, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -29.2975, 4.0, 34.55, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 18.94625, 0.0, 23.175, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -28.84, 4.0, 34.6, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 18.26, 0.0, 23.1, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -28.3775, 4.0, 34.65, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 17.56625, 0.0, 23.025, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -27.91, 4.0, 34.7, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 16.865, 0.0, 22.95, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -27.4375, 4.0, 34.75, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 16.15625, 0.0, 22.875, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -26.96, 4.0, 34.8, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 15.44, 0.0, 22.8, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -26.4775, 4.0, 34.85, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 14.71625, 0.0, 22.725, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -25.99, 4.0, 34.9, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 13.985, 0.0, 22.65, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -25.4975, 4.0, 34.95, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 13.24625, 0.0, 22.575, -0.75
0, car, -50.0, 4.0, 30.0, 0.0
1, car, -25.0, 4.0, 35.0, 0.5
2, car, 10.0, 0.0, 30.0, 0.0
3, car, 70.0, -4.0, 30.0, 0.0
4, car, 12.5, 0.0, 22.5, -0.75
